CompanyName;Participation;Certification.Date;Certification.Due.Date;Type
MMIS, Inc.;EU-U.S. Privacy Shield Framework;2017-01-17;2018-01-17;NON-HR
MMRG;EU-U.S. Privacy Shield Framework;2016-08-24;2017-08-24;NON-HR
MOBI Wireless Management, LLC;EU-U.S. Privacy Shield Framework;2016-10-31;2017-10-31;NON-HR
MobileIron, Inc.;EU-U.S. Privacy Shield Framework;2016-12-01;2017-12-01;NON-HR
Mobiquity Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-01;2017-11-25;NON-HR
Mobiquity Inc.;EU-U.S. Privacy Shield Framework;2016-11-25;2017-11-25;HR, NON-HR
MobiWork LLC;Swiss-U.S. Privacy Shield Framework;2017-05-30;2018-03-31;NON-HR
MobiWork LLC;EU-U.S. Privacy Shield Framework;2017-03-31;2018-03-31;NON-HR
Mochahost;EU-U.S. Privacy Shield Framework;2016-09-09;2017-09-09;NON-HR
ModernThink LLC;EU-U.S. Privacy Shield Framework;2017-02-08;2018-02-08;NON-HR
ModSquad, Inc.;EU-U.S. Privacy Shield Framework;2016-12-20;2017-12-20;HR, NON-HR
Modus Group LLC;EU-U.S. Privacy Shield Framework;2017-04-26;2018-04-26;NON-HR
ModusLink Global Solutions , Inc.;EU-U.S. Privacy Shield Framework;2017-03-06;2018-03-06;HR, NON-HR
MoEngage, Inc.;EU-U.S. Privacy Shield Framework;2017-03-06;2018-03-06;NON-HR
Monaeo, Inc;EU-U.S. Privacy Shield Framework;2016-11-01;2017-11-01;NON-HR
Monetate, Inc.;EU-U.S. Privacy Shield Framework;2016-08-24;2018-04-25;NON-HR
Monetate, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-25;2018-04-25;NON-HR
MongoDB, Inc.;EU-U.S. Privacy Shield Framework;2016-10-26;2017-10-26;NON-HR
Monoprice, Inc.;EU-U.S. Privacy Shield Framework;2016-11-14;2017-11-14;NON-HR
Monster Worldwide, Inc.;EU-U.S. Privacy Shield Framework;2016-11-18;2017-11-18;NON-HR
Montage Talent, Inc.;EU-U.S. Privacy Shield Framework;2017-03-21;2018-03-21;NON-HR
Moog Inc.;EU-U.S. Privacy Shield Framework;2017-01-05;2018-01-05;HR
MoPub, Inc.;EU-U.S. Privacy Shield Framework;2017-02-06;2018-02-06;NON-HR
Morningside Translations, Inc.;EU-U.S. Privacy Shield Framework;2017-05-04;2018-05-04;HR, NON-HR
Morpace Inc;EU-U.S. Privacy Shield Framework;2017-01-10;2018-01-10;NON-HR
Motentia, LLC;EU-U.S. Privacy Shield Framework;2016-09-08;2017-09-08;NON-HR
MotionPoint Corporation;EU-U.S. Privacy Shield Framework;2017-05-18;2018-05-18;NON-HR
Motivation Science, Inc;EU-U.S. Privacy Shield Framework;2016-09-15;2018-04-14;NON-HR
Movable, Inc.;EU-U.S. Privacy Shield Framework;2016-10-13;2017-10-13;NON-HR
MovieTickets.com, Inc.;EU-U.S. Privacy Shield Framework;2016-11-25;2017-11-25;NON-HR
MPAA;EU-U.S. Privacy Shield Framework;2016-10-03;2017-10-03;HR, NON-HR
mParticle;Swiss-U.S. Privacy Shield Framework;2017-04-19;2018-03-28;NON-HR
mParticle;EU-U.S. Privacy Shield Framework;2017-02-17;2018-03-28;HR, NON-HR
MS SHIFT, INC.;EU-U.S. Privacy Shield Framework;2017-02-10;2018-02-10;NON-HR
MSI International East Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-18;2018-04-18;NON-HR
MSI International East Inc.;EU-U.S. Privacy Shield Framework;2017-02-23;2018-04-18;NON-HR
MSIGHTS Inc;EU-U.S. Privacy Shield Framework;2017-01-13;2018-01-13;NON-HR
MSR Customs Corporation;EU-U.S. Privacy Shield Framework;2016-12-21;2017-12-21;NON-HR
MSR Group Inc dba Infinix Global Meetings & Events Inc/Rx Worldwide Meetings Inc;EU-U.S. Privacy Shield Framework;2017-01-18;2018-01-18;HR, NON-HR
MTFX USA Inc.;EU-U.S. Privacy Shield Framework;2016-12-05;2017-12-05;NON-HR
MUMEBO INC.;EU-U.S. Privacy Shield Framework;2016-10-04;2017-10-04;NON-HR
Munroe Sutton;EU-U.S. Privacy Shield Framework;2017-01-27;2018-01-27;NON-HR
MusicHype Inc;EU-U.S. Privacy Shield Framework;2017-01-06;2018-01-06;NON-HR
mxHero, Inc.;EU-U.S. Privacy Shield Framework;2016-09-08;2017-09-08;NON-HR
MyComplianceOffice (TerraNua);EU-U.S. Privacy Shield Framework;2016-08-29;2017-08-29;NON-HR
MyJobHelper.com;EU-U.S. Privacy Shield Framework;2016-10-21;2017-10-21;NON-HR
Mylan Inc.;EU-U.S. Privacy Shield Framework;2017-02-13;2018-02-13;HR, NON-HR
Mytrus, Inc.;EU-U.S. Privacy Shield Framework;2017-04-11;2018-04-11;NON-HR
MyWebGrocer, Inc.;EU-U.S. Privacy Shield Framework;2017-02-10;2018-02-10;HR
Mzinga;EU-U.S. Privacy Shield Framework;2016-11-29;2017-11-29;NON-HR
National Business Research Institute, Inc.;EU-U.S. Privacy Shield Framework;2016-08-24;2018-04-18;NON-HR
National Business Research Institute, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-18;2018-04-18;NON-HR
National Instruments;EU-U.S. Privacy Shield Framework;2016-12-01;2017-12-01;NON-HR
NationBuilder;EU-U.S. Privacy Shield Framework;2017-02-17;2018-02-17;NON-HR
NAVEX Global, Inc.;EU-U.S. Privacy Shield Framework;2016-12-05;2017-12-05;HR, NON-HR
Navigant Consulting, Inc.;EU-U.S. Privacy Shield Framework;2017-01-19;2018-01-19;HR, NON-HR
NAXION;Swiss-U.S. Privacy Shield Framework;2017-04-26;2018-05-09;NON-HR
NAXION;EU-U.S. Privacy Shield Framework;2016-10-31;2018-05-09;NON-HR
NBTY, Inc.;EU-U.S. Privacy Shield Framework;2016-10-18;2017-10-18;NON-HR
NCS Pearson, Inc.;EU-U.S. Privacy Shield Framework;2016-11-07;2017-11-07;NON-HR
NCT Holdings, Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-12;2018-01-04;HR, NON-HR
NCT Holdings, Inc.;EU-U.S. Privacy Shield Framework;2017-01-04;2018-01-04;HR, NON-HR
Nearpod Inc.;EU-U.S. Privacy Shield Framework;2017-01-23;2018-01-23;NON-HR
NEI Global Relocation;EU-U.S. Privacy Shield Framework;2016-12-01;2017-12-01;NON-HR
Net-Results;EU-U.S. Privacy Shield Framework;2016-12-19;2017-12-19;NON-HR
NetBrain Technologies, Inc.;EU-U.S. Privacy Shield Framework;2017-02-09;2018-02-09;HR, NON-HR
Netcracker Technology Corporation;EU-U.S. Privacy Shield Framework;2017-04-21;2018-04-21;NON-HR
NetForce Global;EU-U.S. Privacy Shield Framework;2016-11-04;2017-11-04;HR, NON-HR
NetPop Research, LLC;Swiss-U.S. Privacy Shield Framework;2017-05-12;2017-09-08;NON-HR
NetPop Research, LLC;EU-U.S. Privacy Shield Framework;2016-09-08;2017-09-08;NON-HR
NetRoadshow;EU-U.S. Privacy Shield Framework;2016-12-14;2017-12-14;NON-HR
Netskope, Inc.;EU-U.S. Privacy Shield Framework;2017-03-09;2018-03-09;HR, NON-HR
NetSuite Inc.;EU-U.S. Privacy Shield Framework;2016-12-07;2017-12-07;NON-HR
NetVoyage Corporation dba NetDocuments;EU-U.S. Privacy Shield Framework;2017-02-27;2018-02-27;HR, NON-HR
NetWatcher;EU-U.S. Privacy Shield Framework;2016-09-26;2017-09-26;NON-HR
Neustar, Inc.;EU-U.S. Privacy Shield Framework;2016-10-25;2017-10-25;NON-HR
New Context Services, Inc.;EU-U.S. Privacy Shield Framework;2017-01-30;2018-01-30;NON-HR
New Horizons Computer Learning Centers, Inc.;EU-U.S. Privacy Shield Framework;2016-12-29;2017-12-29;HR, NON-HR
New Life Solution;EU-U.S. Privacy Shield Framework;2016-11-18;2017-11-18;NON-HR
New Relic;Swiss-U.S. Privacy Shield Framework;2017-04-25;2017-11-08;NON-HR
New Relic;EU-U.S. Privacy Shield Framework;2016-11-08;2017-11-08;NON-HR
Newforma, Inc.;EU-U.S. Privacy Shield Framework;2016-12-02;2017-12-02;HR, NON-HR
Newgistics;EU-U.S. Privacy Shield Framework;2016-11-08;2017-11-08;HR, NON-HR
Newton Consulting, LLC;EU-U.S. Privacy Shield Framework;2016-10-28;2017-10-28;HR, NON-HR
Newton Software;EU-U.S. Privacy Shield Framework;2017-05-03;2018-05-03;NON-HR
Nexeo Solutions, Inc.;EU-U.S. Privacy Shield Framework;2017-01-11;2018-01-11;HR, NON-HR
NEXT BEE CORPORATION;EU-U.S. Privacy Shield Framework;2016-11-29;2017-11-29;NON-HR
Nexteer Automotive Corporation;EU-U.S. Privacy Shield Framework;2016-11-30;2017-11-30;HR
Nexus Direct;EU-U.S. Privacy Shield Framework;2016-09-19;2017-09-19;NON-HR
NGC;EU-U.S. Privacy Shield Framework;2016-10-21;2017-10-21;NON-HR
NGP VAN;EU-U.S. Privacy Shield Framework;2016-09-19;2017-09-19;NON-HR
NICE Systems Ltd.;EU-U.S. Privacy Shield Framework;2017-01-18;2018-01-18;NON-HR
NIIT USA Inc;EU-U.S. Privacy Shield Framework;2017-02-21;2018-02-21;HR
Nimble, Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-09;2017-11-14;NON-HR
Nimble, Inc.;EU-U.S. Privacy Shield Framework;2016-11-14;2017-11-14;NON-HR
Nordson Corporation;EU-U.S. Privacy Shield Framework;2016-11-01;2017-11-01;HR, NON-HR
Northrop Grumman Corporation;EU-U.S. Privacy Shield Framework;2016-09-26;2017-09-26;HR, NON-HR
Nova Credit Inc.;EU-U.S. Privacy Shield Framework;2017-03-23;2018-03-23;NON-HR
Novella Clinical LLC;EU-U.S. Privacy Shield Framework;2016-12-09;2017-12-09;HR, NON-HR
NuCompass Mobility Services Inc.;EU-U.S. Privacy Shield Framework;2016-10-17;2017-10-17;HR, NON-HR
NxStage Medical, Inc.;EU-U.S. Privacy Shield Framework;2016-09-15;2017-09-15;HR, NON-HR
O2C PRO, LLC;EU-U.S. Privacy Shield Framework;2017-04-03;2018-04-03;HR, NON-HR
Oakwood Worldwide;EU-U.S. Privacy Shield Framework;2017-01-09;2018-01-09;NON-HR
Objective Management Group, Inc.;EU-U.S. Privacy Shield Framework;2016-11-23;2017-11-23;NON-HR
OC Tanner;EU-U.S. Privacy Shield Framework;2017-01-19;2018-04-12;HR
OfficeWork Software;EU-U.S. Privacy Shield Framework;2017-04-10;2018-04-10;HR
Olark;EU-U.S. Privacy Shield Framework;2016-10-17;2017-10-17;NON-HR
Omega World Travel;EU-U.S. Privacy Shield Framework;2017-03-22;2018-03-22;NON-HR
Omnicom Group Inc.;EU-U.S. Privacy Shield Framework;2016-10-24;2017-10-24;HR, NON-HR
Omnicom Media Group Holdings Inc.;EU-U.S. Privacy Shield Framework;2017-03-24;2018-03-24;HR, NON-HR
ON24;EU-U.S. Privacy Shield Framework;2016-10-25;2017-10-25;NON-HR
OneLogin, Inc.;EU-U.S. Privacy Shield Framework;2017-01-04;2018-01-04;NON-HR
OneNeck IT Solutions;EU-U.S. Privacy Shield Framework;2016-11-29;2017-11-29;NON-HR
OnePIN, Inc.;EU-U.S. Privacy Shield Framework;2016-10-11;2017-10-11;NON-HR
OneStream Software LLC;EU-U.S. Privacy Shield Framework;2017-03-24;2018-03-24;HR, NON-HR
OneTrust, LLC;EU-U.S. Privacy Shield Framework;2016-09-14;2017-09-14;HR, NON-HR
Onit, Inc.;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;NON-HR
Online Business Applications, Inc;EU-U.S. Privacy Shield Framework;2017-01-24;2018-01-24;NON-HR
Online Tech, LLC;EU-U.S. Privacy Shield Framework;2016-11-25;2017-11-25;NON-HR
Onramp Access, LLC;EU-U.S. Privacy Shield Framework;2017-02-16;2018-02-16;HR, NON-HR
Opal Labs Inc;EU-U.S. Privacy Shield Framework;2016-10-31;2017-10-31;NON-HR
OpenFin Inc;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
OpenSesame Inc.;EU-U.S. Privacy Shield Framework;2017-05-03;2018-05-03;NON-HR
OpenSesame Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-26;2018-05-03;NON-HR
OpenX;Swiss-U.S. Privacy Shield Framework;2017-04-26;2017-11-08;NON-HR
OpenX;EU-U.S. Privacy Shield Framework;2016-11-08;2017-11-08;NON-HR
Opera Mediaworks, Inc.;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;NON-HR
Optimizely, Inc.;EU-U.S. Privacy Shield Framework;2016-11-07;2017-11-07;NON-HR
Oracle America, Inc.;EU-U.S. Privacy Shield Framework;2016-08-31;2017-08-31;NON-HR
Orange Tree Employment Screening, LLC;EU-U.S. Privacy Shield Framework;2016-11-08;2017-11-08;NON-HR
Orbit Treasury Solutions, Inc.;EU-U.S. Privacy Shield Framework;2017-03-23;2018-03-23;NON-HR
Orbitera;EU-U.S. Privacy Shield Framework;2016-11-01;2017-11-01;NON-HR
Organizer Inc.;EU-U.S. Privacy Shield Framework;2017-02-10;2018-02-10;NON-HR
OrgVitality, LLC;Swiss-U.S. Privacy Shield Framework;2017-05-11;2018-05-11;HR, NON-HR
OrgVitality, LLC;EU-U.S. Privacy Shield Framework;2016-09-13;2018-05-11;HR, NON-HR
Origami Logic;EU-U.S. Privacy Shield Framework;2017-02-08;2018-02-08;NON-HR
Origami Risk;EU-U.S. Privacy Shield Framework;2016-11-28;2017-11-28;NON-HR
Orion Mobility LLC;EU-U.S. Privacy Shield Framework;2016-11-02;2017-11-02;HR, NON-HR
Ortho Clinical Diagnostics Inc;EU-U.S. Privacy Shield Framework;2017-04-21;2018-04-21;HR, NON-HR
OSI Systems, Inc;EU-U.S. Privacy Shield Framework;2016-11-02;2017-11-02;HR, NON-HR
Osprey Compliance Software, LLC;EU-U.S. Privacy Shield Framework;2016-09-27;2017-09-27;NON-HR
Osprey Security;EU-U.S. Privacy Shield Framework;2017-01-04;2018-01-04;HR, NON-HR
Otsuka Pharmaceutical Development & Commercialization, Inc.;EU-U.S. Privacy Shield Framework;2016-11-18;2017-11-18;NON-HR
Otter Products, LLC;EU-U.S. Privacy Shield Framework;2016-11-18;2017-11-18;NON-HR
Outcome Chains, Inc.;EU-U.S. Privacy Shield Framework;2017-02-07;2018-02-07;NON-HR
Outer Limits Technology, Inc., (dba) ATS OnDemand;EU-U.S. Privacy Shield Framework;2016-12-07;2017-12-07;NON-HR
Outreach;EU-U.S. Privacy Shield Framework;2016-11-03;2017-11-03;NON-HR
Outscale, Inc;EU-U.S. Privacy Shield Framework;2017-01-27;2018-01-27;NON-HR
Ovation Travel Group, Inc.;EU-U.S. Privacy Shield Framework;2016-12-07;2017-12-07;NON-HR
Overseas Military Sales Group;EU-U.S. Privacy Shield Framework;2017-05-03;2018-05-08;HR, NON-HR
Overseas Military Sales Group;To Be Checked;None;None;To Be Checked
Overseas Military Sales Group;Swiss-U.S. Privacy Shield Framework;2017-05-03;2018-05-08;HR, NON-HR
Oversight Systems, Inc.;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
Overstock.com, Inc.;EU-U.S. Privacy Shield Framework;2017-02-16;2018-02-16;HR, NON-HR
Owens OnLine, Inc.;EU-U.S. Privacy Shield Framework;2016-11-22;2017-11-22;HR, NON-HR
OwnLocal;EU-U.S. Privacy Shield Framework;2017-05-03;2018-05-03;NON-HR
OwnLocal;Swiss-U.S. Privacy Shield Framework;2017-05-03;2018-05-03;NON-HR
P3 Inc. (DBA) Pereless Systems;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;NON-HR
Pacific Digital Industries, Inc. / SweepstakesPros;EU-U.S. Privacy Shield Framework;2016-10-27;2017-10-27;NON-HR
Pacific Metrics Corporation;EU-U.S. Privacy Shield Framework;2016-11-18;2017-11-18;NON-HR
PacificEast Research Inc;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
pair Networks, Inc.;EU-U.S. Privacy Shield Framework;2016-11-10;2017-11-10;NON-HR
Panasonic Avionics Corporation;EU-U.S. Privacy Shield Framework;2016-09-08;2017-09-08;HR, NON-HR
Pancake Laboratories Inc.;EU-U.S. Privacy Shield Framework;2016-12-09;2017-12-09;NON-HR
Pangeodata;Swiss-U.S. Privacy Shield Framework;2017-05-01;2017-12-29;HR, NON-HR
Pangeodata;EU-U.S. Privacy Shield Framework;2016-12-29;2017-12-29;HR, NON-HR
Pantheon Systems, Inc.;EU-U.S. Privacy Shield Framework;2016-11-30;2017-11-30;NON-HR
Panther Software Inc.;EU-U.S. Privacy Shield Framework;2016-09-06;2017-09-06;NON-HR
Paragon Global Resources, Inc.;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;HR, NON-HR
Paramount Transportation Systems;EU-U.S. Privacy Shield Framework;2017-03-24;2018-03-24;NON-HR
PAREXEL International;EU-U.S. Privacy Shield Framework;2016-09-30;2017-09-30;HR, NON-HR
PARInc;EU-U.S. Privacy Shield Framework;2016-11-09;2017-11-09;NON-HR
PASS Consulting Corp;EU-U.S. Privacy Shield Framework;2016-12-23;2017-12-23;NON-HR
Pathable;EU-U.S. Privacy Shield Framework;2016-09-15;2017-09-15;NON-HR
Pathfinder Software, LLC DBA CenterEdge Software;Swiss-U.S. Privacy Shield Framework;2017-04-18;2017-09-09;NON-HR
Pathfinder Software, LLC DBA CenterEdge Software;EU-U.S. Privacy Shield Framework;2016-09-09;2017-09-09;NON-HR
Pathway Forensics LLC;Swiss-U.S. Privacy Shield Framework;2017-05-19;2018-05-19;NON-HR
Pathway Forensics LLC;EU-U.S. Privacy Shield Framework;2016-09-23;2017-09-23;NON-HR
PatientStar, LLC;EU-U.S. Privacy Shield Framework;2017-05-05;2018-05-05;NON-HR
PatientStar, LLC;Swiss-U.S. Privacy Shield Framework;2017-05-05;2018-05-05;NON-HR
Patron Technology, LLC;EU-U.S. Privacy Shield Framework;2016-10-13;2017-10-13;NON-HR
Paul Hastings LLP;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;HR, NON-HR
Pay By Group Inc.;EU-U.S. Privacy Shield Framework;2016-12-14;2017-12-14;NON-HR
PaySimple, Inc.;EU-U.S. Privacy Shield Framework;2016-10-13;2017-10-13;NON-HR
Pazien, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-18;2017-10-04;NON-HR
Pazien, Inc.;EU-U.S. Privacy Shield Framework;2016-10-04;2017-10-04;NON-HR
PDS;EU-U.S. Privacy Shield Framework;2017-03-22;2018-03-22;NON-HR
Peak 10, Inc.;EU-U.S. Privacy Shield Framework;2016-11-22;2017-11-22;NON-HR
Pegasystems Inc.;EU-U.S. Privacy Shield Framework;2017-02-16;2018-02-16;HR, NON-HR
Pen Publishing Interactive, Inc.;EU-U.S. Privacy Shield Framework;2016-10-13;2017-10-13;NON-HR
Pendragon Software Corporation;EU-U.S. Privacy Shield Framework;2016-11-04;2017-11-04;NON-HR
PennWell Corporation;EU-U.S. Privacy Shield Framework;2016-10-24;2017-10-24;NON-HR
Pentaho Corporation;EU-U.S. Privacy Shield Framework;2017-02-22;2018-02-22;NON-HR
PeopleClues;EU-U.S. Privacy Shield Framework;2016-12-13;2017-12-13;NON-HR
Peoplefluent, Inc.;EU-U.S. Privacy Shield Framework;2016-12-28;2017-12-28;HR, NON-HR
Peopletrail, LLC;EU-U.S. Privacy Shield Framework;2016-09-19;2017-09-19;HR, NON-HR
Perceptyx, Inc.;EU-U.S. Privacy Shield Framework;2016-08-12;2017-08-12;HR
Percolate Industries, Inc.;EU-U.S. Privacy Shield Framework;2016-11-08;2017-11-08;NON-HR
Perfect Commerce Holdings, LLC;EU-U.S. Privacy Shield Framework;2016-11-14;2017-11-14;HR, NON-HR
Perfect World Entertainment;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;NON-HR
Perfecto;EU-U.S. Privacy Shield Framework;2016-10-19;2017-10-19;NON-HR
Performance Assessment Network, Inc.;EU-U.S. Privacy Shield Framework;2016-10-28;2017-10-28;HR, NON-HR
Performance Solutions Technology LLC;EU-U.S. Privacy Shield Framework;2017-02-08;2018-02-08;NON-HR
Performax Inc.;EU-U.S. Privacy Shield Framework;2017-03-22;2018-03-22;HR, NON-HR
Perks.com;EU-U.S. Privacy Shield Framework;2017-01-09;2018-01-09;NON-HR
Persona Global, Inc.;EU-U.S. Privacy Shield Framework;2016-08-23;2017-08-23;HR, NON-HR
Peruvian Connection;Swiss-U.S. Privacy Shield Framework;2017-04-25;2017-12-05;NON-HR
Peruvian Connection;EU-U.S. Privacy Shield Framework;2016-12-05;2017-12-05;HR, NON-HR
PGA TOUR;EU-U.S. Privacy Shield Framework;2017-01-13;2018-01-13;NON-HR
Pharm-Olam International;EU-U.S. Privacy Shield Framework;2017-02-16;2018-02-16;HR, NON-HR
PhishLine, LLC;Swiss-U.S. Privacy Shield Framework;2018-05-26;2018-05-26;NON-HR
PhishLine, LLC;EU-U.S. Privacy Shield Framework;2017-03-06;2018-03-06;NON-HR
Phoenix Marketing International;EU-U.S. Privacy Shield Framework;2017-05-09;2018-05-09;HR, NON-HR
Phoenix Worldwide Screening;EU-U.S. Privacy Shield Framework;2017-05-16;2018-05-16;HR
Phunware;EU-U.S. Privacy Shield Framework;2017-05-08;2018-05-08;NON-HR
Pierry, Inc.;EU-U.S. Privacy Shield Framework;2017-02-22;2018-02-22;NON-HR
Pilgrim Quality Solutions;Swiss-U.S. Privacy Shield Framework;2017-04-12;2018-05-09;NON-HR
Pilgrim Quality Solutions;EU-U.S. Privacy Shield Framework;2017-03-30;2018-05-09;NON-HR
Ping Identity Corporation;EU-U.S. Privacy Shield Framework;2017-01-10;2018-01-10;HR, NON-HR
Pinkerton Consulting & Investigations, Inc.;EU-U.S. Privacy Shield Framework;2016-10-18;2017-10-18;HR, NON-HR
Pinnaca;EU-U.S. Privacy Shield Framework;2017-03-28;2018-03-28;HR, NON-HR
Pinnacle 21, LLC;EU-U.S. Privacy Shield Framework;2016-12-29;2017-12-29;NON-HR
Pinsight;EU-U.S. Privacy Shield Framework;2017-03-30;2018-03-30;HR
Pipl, Inc.;EU-U.S. Privacy Shield Framework;2016-12-20;2017-12-20;NON-HR
Pitney Bowes Inc.;EU-U.S. Privacy Shield Framework;2017-01-19;2018-01-19;HR, NON-HR
Pixel Press Technology, LLC;EU-U.S. Privacy Shield Framework;2016-11-09;2017-11-09;NON-HR
PLACECAST;EU-U.S. Privacy Shield Framework;2016-10-13;2017-10-13;NON-HR
PlanBase Inc.;EU-U.S. Privacy Shield Framework;2016-09-08;2017-09-08;NON-HR
Planet Data Solutions, Inc.;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
PlanetEcosystems;EU-U.S. Privacy Shield Framework;2017-04-03;2018-04-03;NON-HR
Planview;EU-U.S. Privacy Shield Framework;2016-08-25;2017-08-25;NON-HR
Platinum Intelligent Data Solutions;EU-U.S. Privacy Shield Framework;2016-11-23;2017-11-23;HR, NON-HR
Plato Labs, Inc.;EU-U.S. Privacy Shield Framework;2017-05-24;2018-05-24;NON-HR
PLAYER MAP;EU-U.S. Privacy Shield Framework;2016-09-08;2017-09-08;NON-HR
Plex Systems, Inc.;EU-U.S. Privacy Shield Framework;2016-10-25;2017-10-25;NON-HR
PLEXHOSTED LLC;EU-U.S. Privacy Shield Framework;2016-11-18;2017-11-18;NON-HR
Plexus Global LLC;EU-U.S. Privacy Shield Framework;2016-12-09;2017-12-09;NON-HR
Pluralsight, LLC;EU-U.S. Privacy Shield Framework;2016-11-07;2017-11-07;HR, NON-HR
Plus Relocation;EU-U.S. Privacy Shield Framework;2016-11-09;2017-11-09;NON-HR
PMWeb, Inc.;EU-U.S. Privacy Shield Framework;2016-12-27;2017-12-27;NON-HR
Podomatic, Inc.;EU-U.S. Privacy Shield Framework;2016-10-03;2017-10-03;NON-HR
Polaris Global Mobility;EU-U.S. Privacy Shield Framework;2017-02-10;2018-02-10;HR
Polaris Management Partners, LLC;Swiss-U.S. Privacy Shield Framework;2017-05-16;2017-11-22;HR, NON-HR
Polaris Management Partners, LLC;EU-U.S. Privacy Shield Framework;2016-11-22;2017-11-22;HR, NON-HR
Polaris Solutions, LLC;Swiss-U.S. Privacy Shield Framework;2017-05-22;2017-11-22;HR, NON-HR
Polaris Solutions, LLC;EU-U.S. Privacy Shield Framework;2016-11-22;2017-11-22;HR, NON-HR
PoliteMail Software;Swiss-U.S. Privacy Shield Framework;2017-04-18;2018-02-01;NON-HR
PoliteMail Software;EU-U.S. Privacy Shield Framework;2017-02-01;2018-02-01;NON-HR
Poll Everywhere, Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-16;2017-10-04;NON-HR
Poll Everywhere, Inc.;EU-U.S. Privacy Shield Framework;2016-10-04;2017-10-04;NON-HR
Polsinelli PC, Polsinelli LLP in California (“Polsinelli”);EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
Polypore International, LP;EU-U.S. Privacy Shield Framework;2017-03-29;2018-03-29;HR
Pomeroy IT Solutions Sales Company, Inc.;EU-U.S. Privacy Shield Framework;2017-03-23;2018-03-23;HR
Ponder Pro Serve, Inc.;EU-U.S. Privacy Shield Framework;2017-03-30;2018-03-30;NON-HR
POP, Inc;EU-U.S. Privacy Shield Framework;2016-11-18;2017-11-18;NON-HR
Porter Novelli;EU-U.S. Privacy Shield Framework;2017-04-06;2018-04-06;HR, NON-HR
Porzio Life Sciences, LLC;EU-U.S. Privacy Shield Framework;2016-10-07;2017-10-07;NON-HR
Porzio, Bromberg & Newman, PC;EU-U.S. Privacy Shield Framework;2016-10-11;2017-10-11;NON-HR
PostUp Digital LLC;EU-U.S. Privacy Shield Framework;2016-11-18;2017-11-18;NON-HR
PowerReviews, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-12;2018-04-25;NON-HR
PowerReviews, Inc.;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
PowerSchool Group LLC;EU-U.S. Privacy Shield Framework;2016-10-20;2017-10-20;NON-HR
Precision Dialogue Marketing, LLC.;EU-U.S. Privacy Shield Framework;2016-09-08;2017-09-08;NON-HR
